1,2353,15925,3295,12630
2,1301,13881,4033,9848
3,2308,12361,3113,9248
4,2324,12056,4352,7704
5,2384,7565,1353,6212
6,1326,5422,396,5026
7,2303,6697,2552,4145
8,1303,4095,30,4065
9,1440,4650,1067,3583
10,2498,4925,1700,3225
11,1102,3127,0,3127
12,2854,3221,121,3100
13,2347,4869,1802,3067
14,2884,3026,1,3025
15,6008,2754,9,2745
16,2892,3681,1253,2428
17,2886,2407,86,2321
18,1722,5328,3134,2194
19,2371,2985,870,2115
20,5346,2077,0,2077
21,2881,2275,265,2010
22,2412,2266,310,1956
23,2888,1897,16,1881
24,1402,3537,1693,1844
25,3481,1947,111,1836
26,2880,1783,0,1783
27,3045,2141,360,1781
28,2883,1730,0,1730
29,2103,1713,289,1424
30,2006,1308,0,1308
