1,2409,5135,29020,23885
2,2311,3963,17407,13444
3,2882,1529,12684,11155
4,2325,1212,9830,8618
5,2002,2316,8504,6188
6,3037,2707,5693,2986
7,2885,1708,4389,2681
8,6239,736,3339,2603
9,2823,73,2667,2594
10,2891,2810,5242,2432
11,2547,67,2428,2361
12,2454,759,3039,2280
13,2801,2671,4440,1769
14,3049,546,2153,1607
15,9904,553,2092,1539
16,2376,6,1384,1378
17,2451,215,1479,1264
18,6176,81,1254,1173
19,1473,67,1057,990
20,1101,493,1404,911
21,6153,189,1070,881
22,1229,404,1166,762
23,1723,8,689,681
24,2912,212,867,655
25,2915,15,615,600
26,2022,0,599,599
27,2903,242,823,581
28,6244,5,560,555
29,3702,721,1231,510
30,6147,499,981,482
