1,1301,3853,219,3634
2,2409,1553,20,1533
3,2308,1039,25,1014
4,1303,792,25,767
5,1326,655,31,624
6,1312,494,0,494
7,2886,245,17,228
8,8046,228,0,228
9,3049,308,84,224
10,4904,193,0,193
11,1722,176,4,172
12,2885,186,19,167
13,3045,160,0,160
14,2345,165,15,150
15,2383,136,0,136
16,2618,176,41,135
17,2888,127,0,127
18,1414,149,33,116
19,1220,110,0,110
20,1102,104,0,104
21,2614,102,0,102
22,2402,96,0,96
23,2227,95,1,94
24,2913,94,0,94
25,6286,100,8,92
26,1466,123,32,91
27,1440,85,0,85
28,3383,87,2,85
29,3010,83,0,83
30,1229,77,0,77
