2313.TW,華通,10.25,-0.10,-0.97%,73756
1312.TW,國喬,33478,40278,17.90,1.05
1312.TW.TW,國喬,+6.23%,31340,16753,14587
2409.TW,友達,30.75,0.75,+2.50%,74712
2834.TW,台企銀,61627,13084,10.40,0.05
2834.TW.TW,台企銀,+0.48%,52764,42032,10731
9907.TW,統一實,16.25,-0.05,-0.31%,25450
3481.TW,奇美電,15818,9631,41.80,0.05
3481.TW.TW,奇美電,+0.12%,53475,45342,8132
2020.TW,美亞,26.40,0.00,0.00%,8840
2303.TW,聯電,1054,7786,13.85,0.00
2303.TW.TW,聯電,0.00%,31211,23707,7503
2820.TW,華票,9.06,-0.05,-0.55%,8255
1605.TW,華新,1499,6756,18.90,-0.25
1605.TW.TW,華新,-1.31%,31913,25271,6641
2892.TW,第一金,20.55,0.10,+0.49%,32730
2882.TW,國泰金,27217,5512,47.40,0.25
2882.TW.TW,國泰金,+0.53%,22221,16794,5427
3037.TW,欣興,48.55,0.35,+0.73%,13498
2352.TW,佳世達,8089,5408,22.00,0.25
2352.TW.TW,佳世達,+1.15%,17579,12316,5262
2885.TW,元大金,19.15,0.05,+0.26%,35078
1313.TW,聯成,29974,5103,24.20,0.00
1313.TW.TW,聯成,0.00%,22357,17305,5052
2618.TW,長榮航,31.80,0.25,+0.79%,51317
2457.TW,飛宏,46351,4965,59.60,-0.40
2457.TW.TW,飛宏,-0.67%,8898,4864,4033
2384.TW,勝華,52.30,0.20,+0.38%,50713
2883.TW,開發金,46743,3969,9.13,0.07
2883.TW.TW,開發金,+0.77%,19356,15647,3708
2353.TW,宏碁,87.70,0.60,+0.69%,10999
6282.TW,康舒,7294,3704,27.70,-0.25
6282.TW.TW,康舒,-0.89%,14227,10614,3613
2392.TW,正崴,63.80,-0.60,-0.93%,6490
1210.TW,大成,2916,3573,32.85,1.85
1210.TW.TW,大成,+5.97%,7876,4356,3519
2474.TW,可成,82.10,-0.40,-0.48%,8918
1218.TW,泰山,5440,3477,19.00,0.65
1218.TW.TW,泰山,+3.54%,3809,422,3387
1905.TW,華紙,17.65,-0.05,-0.28%,7123
2315.TW,神達,3753,3370,13.80,-0.20
2315.TW.TW,神達,-1.43%,10054,6714,3339
1314.TW,中石化,26.75,-0.05,-0.19%,34184
2449.TW,京元電,30909,3274,14.00,0.35
2449.TW.TW,京元電,+2.56%,10406,7165,3241
6012.TW,金鼎證,12.25,0.00,0.00%,3153
2311.TW,日月光,0,3153,26.00,0.10
2311.TW.TW,日月光,+0.39%,35617,32582,3034
3231.TW,緯創,60.10,-0.90,-1.48%,6708
1409.TW,新纖,3690,3017,16.45,0.00
1409.TW.TW,新纖,0.00%,63741,60844,2896
2385.TW,群光,69.90,-1.20,-1.69%,9021
2823.TW,中壽,6412,2609,24.85,-0.10
2823.TW.TW,中壽,-0.40%,17161,14690,2470
6176.TW,瑞儀,46.60,-0.30,-0.64%,5065
2382.TW,廣達,2749,2315,55.20,-0.50
2382.TW.TW,廣達,-0.90%,6229,3974,2254
2325.TW,矽品,33.50,1.15,+3.55%,7297
2023.TW,燁輝,5078,2218,11.20,-0.05
2023.TW.TW,燁輝,-0.44%,5735,3537,2198
2542.TW,興富發,53.00,-0.20,-0.38%,8390
6120.TW,輔祥,6209,2181,30.75,-0.40
6120.TW.TW,輔祥,-1.28%,10782,8633,2149
2337.TW,旺宏,19.25,-0.05,-0.26%,21946
2511.TW,太子,19803,2142,22.80,-0.35
2511.TW.TW,太子,-1.51%,14752,12612,2140
1701.TW,中化,30.75,-0.40,-1.28%,7969
2345.TW,智邦,5836,2133,22.95,-0.25
2345.TW.TW,智邦,-1.08%,17781,15689,2092
2332.TW,友訊,31.30,-0.45,-1.42%,20171
2801.TW,彰銀,18111,2059,20.70,-0.10
2801.TW.TW,彰銀,-0.48%,54581,52531,2049
2317.TW,鴻海,118.00,-0.50,-0.42%,20816
1229.TW,聯華,18796,2020,23.85,0.75
1229.TW.TW,聯華,+3.25%,16977,14973,2004
