1,2353,15534,2168,13366
2,1301,7430,219,7211
3,2308,7291,390,6901
4,2330,10122,3634,6488
5,2303,6324,82,6242
6,1440,4032,449,3583
7,1303,3054,30,3024
8,2854,3073,121,2952
9,1722,5174,2249,2925
10,2884,2753,1,2752
11,1102,2550,0,2550
12,6008,2510,9,2501
13,2618,2231,41,2190
14,2892,3252,1253,1999
15,3045,1694,6,1688
16,2881,1616,53,1563
17,2498,1953,648,1305
18,3481,1389,105,1284
19,2103,1139,41,1098
20,5346,1083,0,1083
21,1909,1060,0,1060
22,2886,1081,73,1008
23,2371,1873,870,1003
24,2412,1065,147,918
25,1216,899,81,818
26,2609,1239,541,698
27,2311,2232,1557,675
28,2347,652,21,631
29,2610,683,66,617
30,2905,601,1,600
