2891.TW,中信金,46.90,1.30,+2.85%,-0.05
2303.TW,聯電,-0.25%,-7169,13.85,-7129
2002.TW,中鋼,39.65,-0.25,-0.63%,0.15
2475.TW,華映,+0.48%,-4335,4.30,-4148
2385.TW,群光,48.55,0.35,+0.73%,-1.20
2449.TW,京元電,-1.69%,-3185,14.00,-2856
1605.TW,華新,21.70,-0.30,-1.36%,-0.25
2603.TW,長榮,-1.31%,-2339,24.75,-2133
2912.TW,統一超,58.70,0.70,+1.21%,-2.50
2371.TW,大同,-2.03%,-1810,7.34,-1662
2456.TW,奇力新,22.80,-0.35,-1.51%,0.20
1440.TW,南紡,+0.70%,-1219,21.25,-1135
2313.TW,華通,23.65,0.45,+1.94%,-0.10
2308.TW,台達電,-0.97%,-892,127.50,-806
2504.TW,國產,16.45,0.00,0.00%,0.25
1905.TW,華紙,+1.55%,-695,17.65,-597
3044.TW,健鼎,12.90,-0.15,-1.15%,0.00
2847.TW,大眾銀,0.00%,-584,7.23,-565
2911.TW,麗嬰房,50.00,1.70,+3.52%,0.15
1902.TW,臺紙,+0.33%,-509,20.05,-495
2498.TW,宏達電,15.75,0.25,+1.61%,5.00
2492.TW,華新科,+0.75%,-471,17.55,-450
1308.TW,亞聚,44.35,-0.05,-0.11%,1.35
9939.TW,宏全,+3.98%,-449,61.50,-445
3008.TW,大立光,9.80,-0.05,-0.51%,-8.00
2342.TW,茂矽,-1.31%,-424,16.50,-418
6120.TW,輔祥,98.60,-1.20,-1.20%,-0.40
6282.TW,康舒,-1.28%,-373,27.70,-352
1530.TW,亞崴,63.80,-0.60,-0.93%,-0.10
2376.TW,技嘉,-0.31%,-302,29.50,-289
