1,2330,89752,49672,40080
2,2384,37595,2919,34676
3,1301,32605,8731,23874
4,2409,85725,66181,19544
5,2347,25235,5834,19401
6,3231,21245,6825,14420
7,2353,25990,11678,14312
8,2308,17472,4447,13025
9,1303,17488,5254,12234
10,2324,21754,9992,11762
11,2311,40185,29179,11006
12,2303,14827,4453,10374
13,1326,14553,4341,10212
14,2883,9774,83,9691
15,2332,10852,1786,9066
16,2886,10484,1581,8903
17,2317,33981,25080,8901
18,2834,8095,13,8082
19,8069,8433,713,7720
20,3481,9099,2150,6949
21,9904,13822,7358,6464
22,2352,6805,755,6050
23,2498,11530,5632,5898
24,1101,8070,2392,5678
25,3044,6082,761,5321
26,2371,8238,2932,5306
27,2337,6105,886,5219
28,1440,6105,1067,5038
29,5346,4866,93,4773
30,2880,4888,149,4739
